_PAD	0
_UNK	1
_GO	2
_EOS	3
。	4
的	5
在	6
一个	7
，	8
正在	9
人	10
上	11
男人	12
着	13
和	14
男子	15
女人	16
穿着	17
两个	18
一名	19
了	20
狗	21
他	22
里	23
有	24
是	25
孩子	26
女孩	27
坐在	28
一位	29
人们	30
一只	31
中	32
站	33
一群	34
男孩	35
他们	36
外面	37
自行车	38
女士	39
玩	40
年轻	41
她	42
我	43
两名	44
穿	45
们	46
拿	47
衬衫	48
这个	49
工作	50
没有	51
女子	52
蓝色	53
骑	54
玩耍	55
被	56
运动员	57
小孩	58
走	59
都	60
从	61
一起	62
戴着	63
白色	64
比赛	65
做	66
一个男孩	67
很	68
三个	69
你	70
看	71
红色	72
黑色	73
正	74
对	75
小男孩	76
衣服	77
东西	78
不	79
一条	80
吃	81
街上	82
它	83
这	84
用	85
看着	86
一些	87
旁边	88
时	89
女性	90
草地	91
下	92
两只	93
为	94
穿过	95
棕色	96
沙滩	97
一辆	98
、	99
街道	100
准备	101
到	102
将	103
表演	104
与	105
小女孩	106
公园	107
城市	108
跳	109
前	110
绿色	111
滑板	112
人行道	113
有人	114
跑	115
游泳	116
把	117
身穿	118
可以	119
妇女	120
散步	121
水中	122
会	123
户外	124
而	125
年轻人	126
亚洲	127
参加	128
去	129
黄色	130
但	131
演奏	132
海滩	133
微笑	134
使用	135
附近	136
睡觉	137
一对	138
三名	139
地	140
大	141
如果	142
我们	143
夫妇	144
摩托车	145
几个	146
跳舞	147
吉他	148
老人	149
进行	150
沿着	151
跑步	152
另	153
舞台	154
带	155
骑着	156
向	157
有些	158
足球	159
就	160
过	161
奔跑	162
建筑物	163
戴	164
食物	165
许多	166
小	167
婴儿	168
工人	169
该	170
雪地	171
这些	172
并	173
者	174
说	175
那个	176
拍照	177
球	178
帽子	179
乐队	180
朋友	181
可能	182
来	183
岩石	184
旁	185
打	186
一座	187
两位	188
人群	189
橙色	190
四个	191
更	192
也	193
观看	194
抱	195
桌子	196
后面	197
手	198
因为	199
空中	200
人站	201
给	202
躺	203
喜欢	204
说话	205
金发	206
猫	207
一张	208
动物	209
行走	210
什么	211
爬	212
美国	213
建筑	214
夹克	215
知道	216
一件	217
或	218
走过	219
自己	220
商店	221
头发	222
弹	223
照片	224
玩具	225
聚集	226
·	227
踢足球	228
前面	229
汽车	230
年	231
当	232
游泳池	233
服装	234
检查	235
一场	236
后	237
坐	238
需要	239
试图	240
唱歌	241
粉红色	242
跳跃	243
路上	244
问题	245
通过	246
棒球	247
沙发	248
练习	249
所有	250
火车	251
享受	252
音乐	253
一家	254
地方	255
滑雪	256
其他	257
好	258
滑雪者	259
很多	260
这是	261
画	262
短裤	263
周围	264
那	265
非常	266
交谈	267
地上	268
提供	269
等	270
像	271
等待	272
新	273
认为	274
任何	275
儿童	276
房间	277
不是	278
想	279
最	280
家庭	281
小狗	282
警察	283
开始	284
帮助	285
男性	286
“	287
乐器	288
黑狗	289
男士	290
一块	291
不会	292
摆姿势	293
让	294
制服	295
建筑工人	296
游戏	297
田野	298
看到	299
椅子	300
靠近	301
厨房	302
时候	303
标志	304
女	305
笑	306
多	307
市场	308
已经	309
起来	310
长椅	311
内	312
相机	313
床上	314
白衬衫	315
一种	316
一	317
互相	318
网球	319
要	320
房子	321
曲棍球	322
灰色	323
追逐	324
公共汽车	325
外套	326
学生	327
走路	328
酒吧	329
看起来	330
展示	331
睡	332
黑	333
山上	334
手里	335
水	336
活动	337
能	338
一样	339
冲浪	340
研究	341
这里	342
长凳	343
头盔	344
观众	345
树林	346
球员	347
购物	348
寻找	349
徒步旅行	350
由	351
背心	352
雪	353
一根	354
以	355
船上	356
之间	357
休息	358
只	359
牛仔裤	360
裤子	361
计划	362
楼梯	363
比	364
水面	365
里面	366
地板	367
得	368
报纸	369
餐厅	370
一边	371
身着	372
麦克风	373
放在	374
飞机	375
眼镜	376
篮球	377
聊天	378
街头	379
车	380
一把	381
巨大	382
教堂	383
个	384
喷泉	385
现在	386
覆盖	387
时间	388
黑人	389
听	390
家伙	391
攀岩	392
紫色	393
谈话	394
还	395
一天	396
事情	397
墙上	398
这位	399
音乐家	400
应该	401
牛仔	402
那里	403
室内	404
建造	405
秋千	406
繁忙	407
于	408
修理	409
卡车	410
开心	411
所	412
棍子	413
音乐会	414
马	415
大楼	416
年长	417
扔	418
游行	419
阅读	420
面前	421
国家	422
但是	423
拍摄	424
水里	425
背着	426
赛道	427
连衣裙	428
重要	429
如何	430
窗户	431
跳过	432
中国	433
写	434
正站	435
码头	436
驾驶	437
骑马	438
不同	439
冲浪者	440
裙子	441
？	442
喝	443
完成	444
西装	445
项目	446
坐下	447
手机	448
睡着	449
离开	450
运动	451
乘坐	452
人员	453
钓鱼	454
会议	455
公司	456
地铁	457
学校	458
庆祝	459
每个	460
”	461
其他人	462
晚上	463
森林	464
滑	465
背景	466
吃饭	467
慢跑	468
组织	469
非洲	470
红	471
经过	472
鸟	473
告诉	474
外	475
拥有	476
服务	477
机器	478
背包	479
青少年	480
飞盘	481
饮料	482
一匹	483
三位	484
制作	485
包括	486
太阳镜	487
拥抱	488
母亲	489
蛋糕	490
鱼	491
出来	492
技术	493
条纹	494
独自	495
艺术家	496
做饭	497
出	498
屋顶	499
打网球	500
购买	501
餐馆	502
两人	503
安全	504
希望	505
戴眼镜	506
拉	507
接受	508
进入	509
马拉松	510
马路	511
高	512
老	513
上面	514
信息	515
卖	516
政府	517
清理	518
设备	519
-	520
三只	521
作为	522
其中	523
努力	524
厨师	525
消防员	526
这样	527
道路	528
院子	529
雕像	530
不能	531
世纪	532
发现	533
大狗	534
打篮球	535
找到	536
排球	537
树	538
桥	539
看电视	540
眼睛	541
石头	542
美丽	543
脸	544
举起	545
办公室	546
医生	547
四名	548
影响	549
拥挤	550
挂	551
放松	552
海边	553
船	554
一片	555
举行	556
发生	557
只有	558
咖啡馆	559
打电话	560
绳子	561
两条	562
为了	563
之前	564
广场	565
斜坡	566
树木	567
桌旁	568
气球	569
海洋	570
金属	571
高兴	572
似乎	573
尝试	574
父亲	575
生活	576
花	577
一次	578
地区	579
彼此	580
抓住	581
水边	582
玩游戏	583
盯	584
聚会	585
五个	586
即将	587
叼	588
技巧	589
推	590
晚餐	591
月	592
毛衣	593
电影	594
电脑	595
胡子	596
要求	597
下来	598
得到	599
情况	600
播放	601
机构	602
派对	603
游客	604
白人	605
讨论	606
鞋子	607
携带	608
是否	609
沙漠	610
滑行	611
赛车	612
2	613
中心	614
儿子	615
博物馆	616
工作人员	617
操场上	618
方式	619
水果	620
池塘	621
法律	622
竞争	623
赛跑	624
足球比赛	625
阳光	626
骑手	627
学习	628
它们	629
成年人	630
战斗	631
日子	632
涂鸦	633
滑雪板	634
一大群	635
下面	636
其	637
出售	638
嘴里	639
小丑	640
成为	641
戴帽子	642
来自	643
梯子	644
演出	645
画画	646
赢得	647
路边	648
世界	649
中有	650
使	651
场上	652
对方	653
帐篷	654
栅栏	655
烧烤	656
由于	657
老妇人	658
身上	659
边	660
雨	661
主人	662
人正	663
关于	664
地面	665
大多数	666
室外	667
家里	668
容易	669
某人	670
标准	671
水泥	672
泳衣	673
物体	674
特技	675
行驶	676
起	677
跳入	678
身后	679
选手	680
食品	681
黑发	682
中间	683
主要	684
产品	685
克林顿	686
冰淇淋	687
参与	688
士兵	689
天空	690
所以	691
改变	692
旗帜	693
泥土	694
混凝土	695
电话	696
谈论	697
跳进	698
这种	699
队	700
黑暗	701
一幅	702
快乐	703
攀登	704
方法	705
无法	706
最好	707
期间	708
目标	709
看书	710
美元	711
获得	712
一直	713
一项	714
体操	715
午餐	716
员工	717
实验室	718
当地	719
手套	720
摄影师	721
留着	722
移动	723
纹身	724
老太太	725
而且	726
装备	727
观察	728
规则	729
钱	730
雪橇	731
一支	732
之后	733
买	734
人用	735
报告	736
日本	737
最后	738
滑梯	739
父母	740
粉色	741
蔬菜	742
褐色	743
鼻子	744
一顶	745
历史	746
增加	747
处理	748
头上	749
抓	750
支持	751
数据	752
旋转	753
木头	754
步行	755
沙子	756
洗澡	757
演讲	758
独木舟	759
站立	760
耳机	761
艺术	762
训练	763
金色	764
雕刻	765
3	766
专业	767
包围	768
名	769
吹	770
大人	771
感到	772
手持	773
挥舞	774
故事	775
本书	776
栏杆	777
然而	778
穿红	779
等候	780
联邦	781
舞蹈	782
蹦床	783
还有	784
这名	785
随着	786
雨伞	787
一家人	788
停	789
回家	790
墙	791
大型	792
妈妈	793
婚礼	794
完全	795
对于	796
成本	797
继续	798
考虑	799
脸上	800
舞者	801
解决	802
野餐	803
镜头	804
雪山	805
个人	806
另一名	807
同时	808
吗	809
必须	810
想要	811
抗议	812
指着	813
正试图	814
漫步	815
烤	816
结婚	817
读	818
读书	819
那些	820
t恤	821
三人	822
事	823
伞	824
先生	825
决定	826
印度	827
咬	828
喝酒	829
头巾	830
女儿	831
存在	832
家人	833
政治	834
教室	835
机场	836
滑冰	837
红头发	838
花园	839
蓝	840
踢	841
障碍	842
面具	843
一堆	844
一幢	845
之一	846
只是	847
商人	848
太阳	849
尽管	850
悬崖	851
成员	852
物品	853
